user_id,age,gender,occupation
70892,43,['M'],Youth worker
23400,47,['M'],Town planner
3598,52,['M'],Herbalist
96363,25,['F'],Field seismologist
12287,54,['F'],"Sound technician, broadcasting/film/video"
71146,18,['M'],"Designer, interior/spatial"
19683,31,['M'],Purchasing manager
84797,22,['F'],Curator
75444,58,['M'],Engineering geologist
58792,26,['F'],Architect
54412,50,['F'],Cytogeneticist
58040,41,['M'],Counselling psychologist
37404,57,['F'],"Education officer, environmental"
88677,40,['F'],Accommodation manager
46105,26,['F'],"Psychologist, counselling"
50784,58,['F'],Passenger transport manager
66760,26,['F'],Ranger/warden
18758,24,['F'],Pensions consultant
41135,23,['M'],Marine scientist
38848,58,['F'],Site engineer
97830,32,['F'],"Geologist, engineering"
4234,20,['M'],Ship broker
82154,47,['F'],"Development worker, community"
58291,53,['F'],Geochemist
61580,31,['F'],Tax inspector
70223,47,['F'],Lobbyist
60892,27,['M'],Visual merchandiser
98712,19,['M'],Curator
75408,25,['M'],"Radiographer, therapeutic"
60307,58,['M'],Youth worker
78540,51,['M'],"Exhibitions officer, museum/gallery"
99171,21,['M'],Theatre director
95526,49,['F'],"Engineer, maintenance"
22576,46,['F'],"Journalist, newspaper"
24955,47,['M'],Leisure centre manager
28088,30,['F'],Human resources officer
85362,25,['F'],Ergonomist
86277,28,['M'],Counsellor
60285,19,['M'],Manufacturing engineer
76123,54,['M'],Textile designer
36626,55,['M'],Art therapist
77728,37,['F'],"Accountant, chartered certified"
53835,32,['M'],Lawyer
26435,59,['M'],Physiotherapist
12660,55,['M'],"Surveyor, insurance"
55603,33,['F'],"Administrator, sports"
71612,57,['F'],Pathologist
98920,29,['M'],Ergonomist
77788,40,['F'],Research scientist (medical)
41797,18,['M'],Government social research officer
27958,25,['F'],Catering manager
334,24,['F'],"Administrator, education"
89344,59,['M'],"Designer, ceramics/pottery"
36993,50,['M'],"Production assistant, television"
46016,29,['M'],"Designer, jewellery"
23323,60,['F'],Metallurgist
14857,20,['F'],"Horticulturist, amenity"
4553,23,['F'],"Teacher, early years/pre"
14319,18,['F'],Hospital pharmacist
24097,47,['F'],Chief Financial Officer
21184,27,['M'],"Journalist, magazine"
21286,60,['M'],"Radiographer, therapeutic"
30967,53,['M'],Legal executive
88898,46,['M'],Podiatrist
79952,30,['F'],"Administrator, Civil Service"
83806,21,['M'],"Surveyor, building"
81903,21,['F'],Quantity surveyor
1489,37,['F'],"Scientist, forensic"
52878,40,['M'],"Therapist, art"
71221,60,['F'],Theatre stage manager
64266,51,['F'],Nature conservation officer
87835,20,['M'],Archivist
40283,28,['F'],Electrical engineer
38203,37,['F'],Immunologist
95483,32,['F'],Energy manager
89477,54,['F'],Data scientist
12782,42,['M'],Transport planner
15757,20,['F'],"Doctor, hospital"
93026,52,['M'],Chartered accountant
64624,20,['M'],Financial manager
1530,40,['F'],Warden/ranger
55620,58,['M'],"Engineer, civil (consulting)"
772,31,['M'],Retail banker
63458,30,['F'],Occupational psychologist
42632,28,['M'],Naval architect
10373,36,['F'],Civil Service fast streamer
60904,35,['F'],"Engineer, civil (contracting)"
90400,25,['M'],Animal nutritionist
74214,28,['F'],Field seismologist
71085,34,['M'],Chief of Staff
53715,54,['M'],Secretary/administrator
3938,26,['F'],Lexicographer
64375,43,['F'],"Programmer, multimedia"
26913,39,['M'],Production manager
41340,32,['F'],Environmental health practitioner
50731,37,['F'],Air traffic controller
2196,27,['M'],Psychotherapist
2403,31,['M'],"Engineer, civil (contracting)"
26858,31,['F'],Community arts worker
65900,31,['M'],Insurance claims handler
23055,58,['M'],Ergonomist
26917,25,['F'],Art therapist
14927,21,['F'],Information systems manager
61094,24,['F'],Barista
50398,45,['M'],Automotive engineer
48118,47,['M'],"Accountant, chartered"
19098,23,['F'],Chiropodist
7596,60,['M'],Emergency planning/management officer
46731,25,['F'],Advertising art director
2701,27,['M'],Site engineer
47248,46,['F'],"Nurse, learning disability"
37332,22,['F'],Magazine features editor
99900,23,['M'],Architectural technologist
54434,48,['F'],Computer games developer
78334,54,['F'],Hospital pharmacist
90214,22,['F'],"Surveyor, building"
50003,26,['F'],Ambulance person
59018,55,['F'],Insurance broker
97748,28,['M'],"Editor, commissioning"
60821,20,['F'],"Scientist, research (life sciences)"
78428,32,['M'],"Therapist, nutritional"
9537,32,['M'],Learning disability nurse
40475,32,['F'],Armed forces technical officer
58327,43,['F'],"Journalist, magazine"
78256,51,['F'],Corporate investment banker
64389,47,['F'],Veterinary surgeon
52498,21,['M'],Dietitian
75051,55,['F'],Mining engineer
4332,34,['M'],"Accountant, chartered public finance"
86259,39,['M'],Public relations account executive
56206,21,['F'],Fine artist
56807,23,['F'],Fish farm manager
81488,35,['M'],Fitness centre manager
10046,57,['M'],Clinical research associate
97830,26,['M'],Technical brewer
75870,46,['M'],Insurance broker
39541,52,['F'],"Librarian, public"
95221,26,['F'],Health and safety adviser
79026,37,['F'],"Editor, commissioning"
27257,50,['F'],Warden/ranger
25668,40,['F'],"Engineer, water"
27663,49,['M'],Restaurant manager
69029,35,['F'],Magazine features editor
85308,60,['F'],"Psychologist, prison and probation services"
7755,49,['F'],Theatre manager
41327,36,['M'],"Conservation officer, historic buildings"
67955,28,['F'],Education administrator
79389,53,['M'],"Pharmacist, community"
17046,59,['M'],Systems developer
86801,34,['M'],Press sub
73366,49,['M'],Production engineer
20291,29,['F'],Health visitor
2663,50,['M'],Energy engineer
91846,37,['F'],Theme park manager
20277,53,['M'],Retail manager
39002,19,['F'],"Editor, magazine features"
53817,60,['F'],"Accountant, chartered"
77908,42,['F'],Contracting civil engineer
11623,45,['M'],Technical brewer
75770,23,['F'],Solicitor
82055,55,['F'],Air cabin crew
67591,30,['M'],Midwife
75667,20,['M'],Illustrator
51542,24,['M'],Stage manager
26840,37,['M'],"Radiographer, diagnostic"
19612,18,['M'],Chief Financial Officer
82482,26,['M'],"Engineer, civil (contracting)"
17864,25,['F'],Tree surgeon
96447,23,['F'],Media planner
29664,18,['M'],Maintenance engineer
61307,48,['F'],Environmental education officer
37899,44,['M'],Sub
3681,24,['M'],"Accountant, chartered public finance"
12255,25,['M'],Primary school teacher
48577,46,['F'],Aeronautical engineer
58340,35,['F'],Accounting technician
76129,56,['M'],"Pharmacist, community"
43134,45,['M'],"Buyer, industrial"
25206,38,['M'],Retail buyer
72577,49,['M'],"Accountant, chartered public finance"
94632,19,['F'],Copy
52166,29,['M'],"Radiographer, therapeutic"
98980,43,['M'],Hospital pharmacist
9126,45,['F'],"Surveyor, planning and development"
41301,33,['M'],"Secretary, company"
60209,44,['F'],Outdoor activities/education manager
48227,21,['F'],Biomedical scientist
49901,60,['M'],Visual merchandiser
52918,46,['M'],"Programme researcher, broadcasting/film/video"
43631,19,['M'],Film/video editor
4746,23,['M'],Barrister's clerk
32693,31,['M'],Office manager
37622,25,['M'],"Scientist, biomedical"
83662,53,['M'],Exhibition designer
66947,46,['M'],Purchasing manager
70183,40,['M'],Writer
80473,18,['M'],Financial manager
35983,24,['M'],Ship broker
59483,48,['M'],"Buyer, retail"
45596,24,['F'],Bookseller
46768,48,['M'],"Designer, jewellery"
1425,32,['F'],Corporate treasurer
4432,43,['M'],Exercise physiologist
82777,49,['F'],"Surveyor, building control"
67419,58,['M'],"Psychotherapist, dance movement"
30076,35,['F'],TEFL teacher
24703,56,['F'],"Exhibitions officer, museum/gallery"
63116,49,['F'],Illustrator
71681,30,['F'],Facilities manager
62538,20,['F'],Accounting technician
39155,33,['F'],"Development worker, international aid"
47189,50,['F'],Primary school teacher
72434,19,['M'],"Engineer, drilling"
70014,45,['F'],"Producer, television/film/video"
5417,34,['M'],Occupational therapist
75093,34,['F'],"Engineer, agricultural"
49682,44,['F'],"Development worker, international aid"
51850,41,['M'],Electronics engineer
80061,45,['M'],Barrister's clerk
95212,51,['M'],Local government officer
22804,50,['M'],"Surveyor, land/geomatics"
21087,50,['M'],Forensic psychologist
52583,39,['F'],Investment analyst
55119,33,['F'],Pathologist
24378,39,['M'],Food technologist
76267,53,['F'],"Therapist, art"
30929,57,['F'],"Nurse, adult"
94818,19,['M'],Tour manager
26227,33,['M'],Occupational hygienist
78754,37,['F'],Publishing copy
92092,44,['M'],"Pharmacist, hospital"
67644,39,['M'],Electronics engineer
462,22,['M'],Medical technical officer
93385,53,['M'],"Social research officer, government"
47179,36,['M'],"Presenter, broadcasting"
85764,54,['F'],Quarry manager
16766,51,['F'],Hydrographic surveyor
51541,58,['M'],Marine scientist
18562,23,['F'],Geochemist
21885,25,['F'],"Horticulturist, commercial"
66870,46,['M'],Arts development officer
34679,46,['M'],Community development worker
62109,56,['M'],"Scientist, physiological"
1141,56,['M'],Licensed conveyancer
93551,44,['F'],International aid/development worker
36036,39,['M'],Clinical research associate
48506,27,['F'],"Buyer, retail"
88650,37,['M'],Printmaker
46498,41,['F'],Print production planner
83637,26,['M'],"Investment banker, corporate"
21,26,['F'],Legal executive
60002,40,['M'],Chief Technology Officer
52407,43,['M'],Surgeon
14488,43,['F'],Garment/textile technologist
36430,19,['F'],Furniture conservator/restorer
46703,30,['F'],"Scientist, research (medical)"
67545,25,['M'],Museum education officer
77658,28,['M'],Industrial/product designer
58807,39,['M'],Volunteer coordinator
8369,22,['F'],Colour technologist
43487,41,['M'],Geochemist
6382,32,['M'],"Lecturer, higher education"
95105,60,['M'],Museum/gallery conservator
90500,41,['F'],Hotel manager
19835,33,['M'],"Physicist, medical"
6970,42,['F'],Operations geologist
42171,39,['F'],Geographical information systems officer
71001,31,['F'],Multimedia programmer
88872,41,['F'],Furniture designer
23877,59,['M'],Tree surgeon
41800,27,['M'],"Accountant, chartered management"
14903,60,['M'],Museum/gallery conservator
92366,34,['F'],Medical physicist
52471,57,['M'],Merchant navy officer
93951,39,['M'],Town planner
50728,49,['F'],"Designer, fashion/clothing"
1199,56,['F'],"Administrator, education"
24078,19,['F'],Child psychotherapist
36180,51,['F'],Telecommunications researcher
13067,18,['M'],Recruitment consultant
32162,28,['F'],"Surveyor, planning and development"
13524,39,['F'],"Scientist, research (physical sciences)"
76411,39,['M'],"Horticulturist, commercial"
85541,45,['F'],Metallurgist
29804,52,['F'],Health service manager
16229,55,['F'],"Designer, interior/spatial"
43169,54,['F'],IT technical support officer
47657,58,['F'],"Engineer, water"
88794,59,['M'],Osteopath
87493,37,['F'],Medical secretary
73478,40,['F'],Emergency planning/management officer
60376,26,['F'],Sports development officer
902,37,['F'],"Civil engineer, contracting"
55463,52,['F'],Ophthalmologist
51168,45,['F'],Pensions consultant
97426,56,['M'],Academic librarian
91451,54,['F'],Acupuncturist
78020,29,['F'],Child psychotherapist
2731,24,['M'],Race relations officer
20906,36,['M'],Trade mark attorney
74705,57,['F'],Scientific laboratory technician
5539,35,['F'],Medical sales representative
95196,51,['M'],Public relations account executive
90216,60,['F'],Advice worker
65444,28,['M'],"Clinical scientist, histocompatibility and immunogenetics"
37557,57,['F'],"Engineer, biomedical"
70129,31,['M'],Microbiologist
99874,23,['M'],"Engineer, drilling"
88390,45,['M'],"Engineer, civil (contracting)"
82975,36,['F'],"Research officer, government"
99120,44,['F'],"Engineer, building services"
47077,23,['F'],Energy manager
89406,60,['M'],Fisheries officer
14595,48,['M'],Social researcher
90225,42,['F'],Licensed conveyancer
23100,49,['F'],Higher education lecturer
67353,44,['F'],Newspaper journalist
4468,49,['M'],Lexicographer
55297,26,['F'],Retail merchandiser
5406,46,['M'],Photographer
60586,25,['F'],Purchasing manager
7653,58,['M'],Event organiser
45534,48,['F'],Control and instrumentation engineer
40507,29,['F'],Clinical embryologist
85295,21,['M'],Research scientist (physical sciences)
54699,54,['M'],Oncologist
17454,58,['F'],"Lecturer, further education"
21067,25,['F'],"Programme researcher, broadcasting/film/video"
78435,37,['F'],Educational psychologist
49082,22,['F'],Human resources officer
23619,23,['M'],"Merchandiser, retail"
72606,43,['M'],Environmental education officer
13106,23,['M'],"Radiographer, diagnostic"
56953,54,['F'],"Surveyor, minerals"
20899,39,['M'],Chief Operating Officer
68955,27,['F'],"Engineer, civil (contracting)"
8670,37,['F'],"Producer, television/film/video"
11315,26,['F'],Estate manager/land agent
87464,42,['M'],Higher education careers adviser
81743,57,['F'],Multimedia programmer
13583,22,['F'],Biomedical scientist
1332,29,['M'],"Engineer, land"
85937,34,['F'],Senior tax professional/tax inspector
66247,41,['F'],Public librarian
86143,25,['M'],"Engineer, structural"
7993,28,['M'],Software engineer
96174,39,['M'],"Biochemist, clinical"
64254,30,['M'],Secondary school teacher
15840,42,['M'],Advertising art director
30587,27,['F'],Amenity horticulturist
62520,48,['M'],Market researcher
82963,54,['M'],"Education officer, community"
8354,52,['F'],Call centre manager
31596,36,['M'],Medical technical officer
47316,50,['F'],"Biochemist, clinical"
39120,19,['M'],Art therapist
52539,27,['M'],Associate Professor
40875,52,['F'],"Engineer, civil (consulting)"
89762,52,['F'],Personnel officer
65504,30,['M'],"Administrator, sports"
69192,34,['M'],"Doctor, general practice"
99594,49,['F'],Mining engineer
13647,39,['F'],"Scientist, research (medical)"
62335,59,['M'],"Buyer, industrial"
15716,41,['M'],"Designer, industrial/product"
25288,57,['M'],Cabin crew
23910,37,['F'],Art therapist
96659,32,['M'],Television production assistant
91639,35,['F'],Theatre manager
37940,45,['F'],Research scientist (life sciences)
30479,22,['M'],Equities trader
55816,53,['M'],"Therapist, occupational"
72062,37,['F'],Broadcast engineer
43737,23,['F'],Clinical cytogeneticist
35099,56,['M'],Health service manager
73507,21,['F'],Medical illustrator
20569,40,['M'],"Teacher, special educational needs"
41493,18,['M'],Curator
97276,45,['M'],Probation officer
80068,35,['M'],"Geneticist, molecular"
56308,40,['F'],Occupational psychologist
3462,18,['M'],Location manager
1367,50,['M'],"Librarian, public"
80510,43,['F'],"Engineer, water"
30288,39,['F'],Equality and diversity officer
43869,49,['F'],Medical sales representative
6232,32,['F'],Ship broker
14881,33,['F'],"Scientist, research (physical sciences)"
38854,24,['M'],Retail manager
15922,53,['M'],"Scientist, audiological"
45420,22,['F'],"Research officer, political party"
52984,59,['M'],Energy manager
34890,23,['M'],Medical physicist
71526,18,['M'],Public librarian
71874,57,['M'],Technical sales engineer
79189,24,['M'],Insurance claims handler
86127,19,['F'],Counselling psychologist
71746,42,['F'],Land/geomatics surveyor
25204,58,['F'],Product designer
25160,38,['M'],Higher education careers adviser
17794,52,['M'],"Radiographer, therapeutic"
7950,55,['M'],Quality manager
34860,28,['F'],Landscape architect
61979,43,['M'],Barrister's clerk
94237,40,['F'],"Sales professional, IT"
82865,48,['F'],Consulting civil engineer
1535,35,['F'],"Designer, blown glass/stained glass"
8057,60,['M'],Applications developer
37293,38,['M'],Chartered management accountant
12506,26,['F'],"Civil engineer, contracting"
37675,18,['M'],"Research officer, political party"
94290,27,['F'],Licensed conveyancer
12352,22,['F'],Midwife
11444,23,['M'],"Horticulturist, commercial"
67794,33,['M'],Waste management officer
38660,48,['F'],Lawyer
74734,21,['F'],Warehouse manager
26888,48,['F'],"Social research officer, government"
49845,36,['M'],Building services engineer
66274,31,['M'],Technical brewer
31079,19,['F'],Seismic interpreter
59570,54,['F'],"Therapist, drama"
64827,46,['M'],"Embryologist, clinical"
85025,29,['F'],"Civil engineer, consulting"
59568,37,['F'],"Scientist, water quality"
1293,22,['M'],Tourism officer
89276,34,['F'],Broadcast engineer
93040,40,['M'],Illustrator
57288,56,['M'],Mining engineer
97824,52,['F'],Broadcast engineer
90633,48,['F'],Futures trader
30191,45,['M'],Actuary
55729,31,['M'],Health and safety adviser
53616,38,['M'],"Radiographer, diagnostic"
44834,39,['F'],Chief of Staff
53894,32,['M'],Sub
74113,19,['F'],Psychiatric nurse
6256,32,['F'],"Pharmacist, community"
26222,58,['M'],Hydrologist
25628,25,['M'],Nature conservation officer
54304,49,['M'],Print production planner
85933,48,['F'],IT technical support officer
5889,55,['M'],Risk manager
61836,23,['F'],Chartered management accountant
72396,35,['M'],Retail manager
44829,31,['M'],Clinical biochemist
24604,33,['F'],Physiological scientist
42362,58,['F'],Sales promotion account executive
84636,28,['F'],"Pharmacist, hospital"
89937,39,['M'],Special educational needs teacher
72691,42,['M'],Fast food restaurant manager
61821,30,['F'],Field seismologist
85744,46,['F'],Product/process development scientist
37576,29,['M'],"Therapist, horticultural"
63619,45,['F'],Banker
94880,42,['M'],Financial controller
89521,23,['F'],Advice worker
77722,22,['F'],"Conservation officer, historic buildings"
95527,36,['M'],Audiological scientist
86413,31,['M'],"Scientist, physiological"
94374,24,['M'],"Therapist, sports"
92697,22,['F'],Clinical research associate
54227,41,['M'],Interior and spatial designer
58714,28,['M'],Video editor
69222,56,['M'],"Pharmacist, community"
91745,58,['F'],Estate agent
97764,45,['M'],Homeopath
35976,23,['M'],Occupational hygienist
6760,57,['M'],Heritage manager
98588,57,['F'],"Scientist, audiological"
94442,18,['M'],Bonds trader
10113,42,['M'],"Pilot, airline"
6924,24,['M'],Physiotherapist
65183,41,['F'],Health promotion specialist
73336,24,['M'],Computer games developer
99878,42,['M'],Translator
82065,39,['M'],Engineering geologist
81437,36,['M'],Insurance broker
5131,51,['M'],Volunteer coordinator
83896,24,['M'],Armed forces logistics/support/administrative officer
76951,22,['M'],Management consultant
31045,59,['F'],Forest/woodland manager
95249,27,['F'],Video editor
25678,41,['M'],Contracting civil engineer
18848,38,['F'],"Engineer, civil (consulting)"
60735,41,['M'],Museum/gallery conservator
37595,39,['M'],English as a second language teacher
23885,36,['M'],Medical sales representative
57061,54,['F'],Pathologist
20770,20,['M'],Office manager
8384,60,['M'],Metallurgist
19190,59,['M'],Plant breeder/geneticist
17773,29,['M'],"Radiographer, diagnostic"
39296,20,['M'],Industrial buyer
35182,31,['F'],"Scientist, water quality"
38508,39,['F'],Acupuncturist
4967,40,['F'],Wellsite geologist
4731,56,['F'],Copy
56288,35,['F'],Environmental consultant
49213,29,['F'],"Development worker, international aid"
35626,32,['F'],Field trials officer
82551,37,['M'],"Accountant, chartered"
11599,20,['M'],Animal technologist
34970,34,['F'],"Accountant, chartered"
19654,47,['M'],Microbiologist
2220,31,['M'],"Scientist, marine"
40550,20,['M'],Systems developer
77129,33,['F'],Location manager
83407,53,['M'],Early years teacher
39965,34,['F'],"Journalist, magazine"
58402,54,['F'],"Psychologist, educational"
47617,37,['M'],"Buyer, industrial"
59463,54,['M'],Textile designer
85605,40,['F'],Publishing copy
30194,49,['M'],"Lighting technician, broadcasting/film/video"
39169,55,['M'],IT consultant
84746,57,['M'],Copy
61487,48,['F'],"Designer, ceramics/pottery"
21331,19,['M'],"Optician, dispensing"
53406,34,['M'],Arboriculturist
52703,24,['M'],Herbalist
73493,22,['F'],"Engineer, materials"
41960,51,['M'],"Conservator, museum/gallery"
59678,20,['M'],Special effects artist
84553,20,['M'],Product manager
53065,56,['F'],"Engineer, maintenance (IT)"
16009,55,['M'],Copy
96808,48,['M'],"Therapist, art"
40701,39,['F'],Fast food restaurant manager
84344,57,['M'],"Psychotherapist, child"
3485,59,['F'],Ecologist
11303,27,['F'],"Surveyor, rural practice"
46925,59,['M'],Sport and exercise psychologist
76314,55,['M'],Investment analyst
43864,24,['F'],Video editor
33159,52,['F'],Risk manager
79520,28,['M'],"Editor, commissioning"
62305,52,['F'],Financial trader
31548,56,['F'],Physiotherapist
22595,42,['F'],"Exhibitions officer, museum/gallery"
83630,52,['M'],"Conservator, museum/gallery"
67846,33,['F'],"Education officer, museum"
97784,28,['M'],Marketing executive
92519,39,['F'],Health physicist
31851,28,['M'],Warden/ranger
79303,39,['F'],Forest/woodland manager
61669,49,['M'],Intelligence analyst
2116,29,['F'],Risk analyst
50972,24,['F'],Investment analyst
21212,40,['F'],Copy
32668,55,['F'],IT technical support officer
7959,36,['F'],Chief Technology Officer
56162,28,['F'],Information officer
17383,59,['F'],"Physicist, medical"
18832,41,['M'],Systems developer
46586,45,['M'],Geochemist
51545,53,['F'],"Scientist, audiological"
31635,47,['F'],Speech and language therapist
31112,53,['M'],Chief Technology Officer
93341,35,['F'],Electronics engineer
42664,25,['F'],Haematologist
80256,38,['F'],Insurance broker
69268,41,['M'],Charity fundraiser
48348,60,['F'],"Designer, ceramics/pottery"
13747,29,['M'],Proofreader
56769,22,['F'],"Research officer, government"
21897,19,['M'],Futures trader
72028,29,['M'],Systems developer
68375,54,['F'],Pathologist
95253,21,['M'],Audiological scientist
87426,29,['M'],Patent examiner
32503,26,['F'],"Designer, exhibition/display"
94672,33,['F'],Estate manager/land agent
58824,39,['M'],Leisure centre manager
28784,41,['M'],Recruitment consultant
79272,56,['M'],Furniture designer
77247,52,['M'],Public house manager
62841,41,['F'],Chief Technology Officer
82010,58,['F'],Copy
20926,46,['F'],Chemical engineer
61267,22,['F'],"Administrator, local government"
51770,59,['F'],"Surveyor, land/geomatics"
67210,29,['F'],Commissioning editor
5550,51,['M'],Social researcher
38340,36,['M'],Airline pilot
38153,25,['M'],"Designer, jewellery"
43660,50,['F'],"Therapist, nutritional"
31934,43,['M'],"Nurse, children's"
52995,50,['F'],"Scientist, product/process development"
49204,29,['F'],Further education lecturer
61978,54,['M'],"Surveyor, commercial/residential"
60133,34,['M'],Fitness centre manager
51525,60,['F'],Recycling officer
2758,46,['F'],Brewing technologist
67702,30,['M'],"Secretary, company"
40560,48,['F'],"Therapist, drama"
26939,56,['M'],Chief of Staff
36430,28,['M'],Social researcher
85394,29,['M'],Interior and spatial designer
4896,43,['M'],Building services engineer
39633,35,['F'],Recycling officer
12993,38,['F'],Minerals surveyor
68189,29,['M'],Police officer
58776,49,['M'],Acupuncturist
44016,55,['M'],Advertising copywriter
52121,52,['M'],Tax adviser
68967,48,['M'],Armed forces technical officer
56890,40,['F'],Radio producer
92286,22,['F'],Public affairs consultant
82877,40,['F'],Toxicologist
78649,22,['F'],"Engineer, production"
47614,47,['F'],Race relations officer
41096,55,['M'],Magazine features editor
63394,59,['M'],Sport and exercise psychologist
8026,54,['M'],"Engineer, automotive"
15337,20,['F'],"Solicitor, Scotland"
72758,48,['M'],Radio producer
21938,22,['M'],Oceanographer
76889,43,['M'],Retail merchandiser
46006,36,['M'],"Editor, commissioning"
35572,36,['F'],Education administrator
15231,59,['M'],Financial risk analyst
503,19,['F'],Office manager
80041,38,['M'],Industrial/product designer
92335,52,['F'],Glass blower/designer
74556,40,['M'],Architectural technologist
65556,33,['F'],Orthoptist
72002,43,['M'],Geophysical data processor
87109,44,['M'],"Biochemist, clinical"
52247,55,['M'],Textile designer
2785,30,['F'],Marine scientist
74422,41,['M'],Dramatherapist
3678,40,['F'],Financial risk analyst
87629,55,['M'],Operational investment banker
41383,26,['F'],Corporate treasurer
16440,34,['M'],Insurance claims handler
11842,33,['M'],Printmaker
1267,57,['F'],Medical illustrator
61126,23,['M'],Broadcast journalist
47144,31,['F'],Scientific laboratory technician
45250,56,['F'],"Designer, textile"
3836,34,['F'],Bookseller
39318,44,['F'],Architect
85640,30,['F'],Immigration officer
59612,46,['M'],Communications engineer
22353,30,['F'],IT sales professional
21409,34,['M'],Pathologist
99634,23,['F'],"Exhibitions officer, museum/gallery"
53800,25,['M'],Lawyer
61566,59,['M'],"Editor, film/video"
80312,48,['F'],"Engineer, petroleum"
87274,41,['F'],Tree surgeon
93405,31,['M'],Building services engineer
47280,47,['M'],"Engineer, drilling"
21744,57,['F'],Equality and diversity officer
82470,20,['M'],Office manager
25444,18,['M'],Applications developer
65013,18,['M'],Exercise physiologist
19763,56,['F'],"Administrator, local government"
39898,52,['M'],Facilities manager
50306,26,['F'],Clinical psychologist
90002,36,['M'],"Programmer, applications"
78156,59,['F'],Radiation protection practitioner
99069,40,['F'],Building surveyor
15941,31,['M'],Science writer
15436,34,['F'],Paramedic
85527,26,['F'],Energy manager
59665,32,['M'],Mechanical engineer
52454,53,['F'],Magazine features editor
36603,36,['F'],Prison officer
46330,45,['F'],Dancer
79322,28,['M'],Research scientist (physical sciences)
41010,57,['F'],"Exhibitions officer, museum/gallery"
44659,51,['F'],"Accountant, chartered public finance"
93330,46,['F'],"Producer, television/film/video"
67741,51,['F'],Restaurant manager
99511,44,['M'],Research scientist (physical sciences)
59819,59,['M'],Architectural technologist
12072,28,['M'],Forensic psychologist
54761,35,['F'],Community development worker
73236,18,['F'],"Nurse, children's"
27466,57,['F'],"Surveyor, land/geomatics"
85431,56,['F'],Psychiatric nurse
74007,18,['M'],Therapeutic radiographer
10368,22,['F'],"Buyer, retail"
47686,57,['M'],Air broker
3701,58,['F'],Trade mark attorney
14196,52,['M'],Advertising account executive
34973,49,['M'],Medical laboratory scientific officer
83584,43,['F'],"Programmer, systems"
87811,37,['M'],Ophthalmologist
85922,38,['M'],Stage manager
42267,28,['M'],Chief of Staff
21484,23,['M'],Accounting technician
93931,51,['M'],Air cabin crew
32289,24,['M'],Civil Service administrator
22107,33,['F'],Ship broker
789,53,['F'],Hydrographic surveyor
35438,24,['M'],Social researcher
42210,22,['F'],Clinical cytogeneticist
32704,28,['F'],"Education officer, environmental"
57684,53,['F'],Academic librarian
49173,25,['F'],Television/film/video producer
11113,40,['F'],Research scientist (medical)
42375,40,['M'],Chief Financial Officer
93348,32,['M'],Technical sales engineer
21265,39,['F'],Economist
94929,53,['M'],Clinical research associate
56746,46,['M'],"Runner, broadcasting/film/video"
21568,19,['M'],Further education lecturer
85807,53,['M'],"Psychologist, sport and exercise"
31392,22,['M'],Psychiatrist
10909,50,['F'],Clinical embryologist
68645,42,['F'],"Nurse, learning disability"
33483,25,['M'],Chemical engineer
71930,42,['F'],"Loss adjuster, chartered"
13528,48,['F'],Horticultural consultant
44255,49,['M'],Land
65383,55,['M'],"Designer, television/film set"
83798,22,['M'],Comptroller
58084,26,['F'],Energy manager
80674,59,['M'],Materials engineer
97364,44,['M'],"Engineer, electronics"
79646,37,['F'],Office manager
42993,46,['M'],Environmental manager
56641,31,['M'],Economist
69738,34,['M'],Community arts worker
69542,45,['M'],Aid worker
65767,36,['F'],Fitness centre manager
12222,53,['M'],Manufacturing systems engineer
61646,18,['F'],"Conservator, museum/gallery"
47981,51,['M'],Dance movement psychotherapist
42287,22,['F'],"Engineer, mining"
15692,25,['F'],Jewellery designer
451,31,['M'],"Engineer, materials"
20044,30,['F'],Minerals surveyor
94602,40,['M'],"Physicist, medical"
26309,34,['F'],"Education officer, museum"
40127,28,['F'],Research scientist (maths)
91230,31,['M'],Paramedic
27387,52,['M'],Architect
69051,55,['F'],Colour technologist
40652,32,['M'],"Scientist, forensic"
59791,58,['M'],Clinical research associate
54908,33,['M'],"Scientist, research (medical)"
47195,33,['M'],Barrister's clerk
35038,51,['M'],Architect
40640,55,['M'],Building services engineer
67064,27,['M'],Chief Operating Officer
80228,42,['F'],Armed forces logistics/support/administrative officer
70580,40,['M'],Catering manager
5291,22,['F'],Lawyer
13354,40,['F'],Civil Service fast streamer
57423,28,['M'],Minerals surveyor
53808,53,['M'],Public affairs consultant
12865,33,['M'],Illustrator
47587,27,['M'],Technical author
67154,33,['M'],"Scientist, audiological"
3324,34,['M'],Politician's assistant
73352,26,['M'],Special effects artist
49288,56,['F'],Tour manager
52176,54,['M'],"Surveyor, planning and development"
77420,18,['M'],"Engineer, maintenance"
84636,35,['M'],Meteorologist
44191,27,['M'],"Programmer, systems"
34543,33,['F'],Purchasing manager
11639,27,['F'],Advertising account planner
55006,59,['M'],Multimedia programmer
48435,38,['F'],Licensed conveyancer
7582,51,['F'],Civil Service administrator
35794,39,['M'],Statistician
1802,55,['M'],Research scientist (physical sciences)
42688,35,['M'],Retail manager
7623,49,['F'],Recycling officer
99880,27,['F'],Stage manager
44261,58,['F'],Music tutor
58270,35,['F'],"Doctor, hospital"
85600,39,['M'],Actuary
44239,49,['M'],IT sales professional
6661,46,['M'],Chiropodist
9362,22,['F'],"Administrator, education"
2235,21,['F'],"Conservator, furniture"
